,episode_reward,nb_episode_steps,nb_steps
0,32.54276315789474,61,61
1,33.0,57,118
2,-35.52,126,244
3,45.34026443493734,56,300
4,-32.25,79,379
5,-33.0,97,476
6,-32.46,35,511
7,37.94800595120538,59,570
8,34.671353675642116,86,656
9,34.54594446246351,67,723
10,-37.7,78,801
11,-40.730000000000004,44,845
12,39.405462515957666,67,912
13,34.47414338985436,45,957
14,-32.54,47,1004
15,37.54395299145299,64,1068
16,33.0,56,1124
17,41.10540227672547,42,1166
18,35.16339590443686,60,1226
19,42.684865282956906,31,1257
20,-34.7,66,1323
21,-37.77,57,1380
22,-35.28,128,1508
23,-37.10000000000001,44,1552
24,-32.81,71,1623
25,-34.66,39,1662
26,35.438039470830624,60,1722
27,32.63139931740614,66,1788
28,32.42436974789916,82,1870
29,32.53909465020576,49,1919
30,-43.2,31,1950
31,35.511461560123905,147,2097
32,35.519572953736656,60,2157
33,-40.16,63,2220
34,-32.35,57,2277
35,43.51052673548017,74,2351
36,-37.81,54,2405
37,32.23255813953489,69,2474
38,-43.49000000000001,42,2516
39,37.604251779464725,58,2574
40,32.72445820433437,48,2622
41,38.304635769517915,101,2723
42,40.6018119718257,89,2812
43,32.93023255813954,89,2901
44,-32.67,45,2946
45,-32.32,69,3015
46,34.8876699352262,36,3051
47,-33.0,48,3099
48,-37.84,112,3211
49,-35.09,36,3247
50,32.356589147286826,51,3298
51,-32.59,44,3342
52,-32.91,40,3382
53,35.348675872189986,40,3422
54,32.878326996197714,105,3527
55,-43.49,46,3573
56,32.584362139917694,52,3625
57,-38.60000000000001,93,3718
58,34.76937014667817,98,3816
59,36.51271660189426,52,3868
60,37.67280013789537,32,3900
61,-32.03,48,3948
62,43.629588340855946,28,3976
63,-35.45,70,4046
64,-37.74,41,4087
65,32.8125,49,4136
66,37.79371131007731,59,4195
67,43.577862034435604,28,4223
68,38.3395798609547,50,4273
69,-34.79,84,4357
70,36.812142758389626,44,4401
71,-32.12,80,4481
72,-39.85,39,4520
73,32.17472118959108,86,4606
74,40.26255672868181,76,4682
75,-35.64,48,4730
76,34.52431738445111,63,4793
77,-34.66,72,4865
78,-32.25,62,4927
79,37.515183376628215,45,4972
80,32.98275862068965,63,5035
81,35.641148325358856,37,5072
82,-34.38,46,5118
83,34.556707457861926,39,5157
84,-37.08,72,5229
85,35.075367647058826,96,5325
86,41.122348710431076,36,5361
87,-34.99,48,5409
88,-37.269999999999996,70,5479
89,-32.79,43,5522
90,-39.38,82,5604
91,-32.480000000000004,47,5651
92,-32.269999999999996,79,5730
93,-40.93,56,5786
94,-34.78,60,5846
95,40.12504478222069,49,5895
96,40.539419498883646,51,5946
97,-37.45,63,6009
98,-37.89,33,6042
99,38.046583850931675,45,6087
100,-33.0,137,6224
101,-35.05,77,6301
102,-41.62,47,6348
103,40.02039586836544,35,6383
104,-34.43,36,6419
105,-34.71,71,6490
106,33.0,107,6597
107,38.46226244846398,52,6649
108,-32.99,69,6718
109,-37.4,58,6776
110,32.297491039426525,55,6831
111,32.06600660066007,43,6874
112,32.7431906614786,59,6933
113,-32.480000000000004,50,6983
114,40.83125974851045,30,7013
115,34.85404929577465,66,7079
