,episode_reward,nb_steps
0,32.29811320754717,66
1,-34.55,54
2,41.698884758364315,46
3,32.465753424657535,40
4,38.19497719076166,58
5,-32.26,37
6,38.326414039393825,53
7,-32.54,67
8,41.35231095757412,18
9,-34.57,56
10,32.40084388185654,59
11,-32.35,132
12,35.10077519379845,61
13,-35.06,64
14,37.94237874962506,59
15,-34.730000000000004,51
16,-32.260000000000005,54
17,41.080487347703844,45
18,-32.81,44
19,35.55160592795738,73
20,-37.03,51
21,32.996632996633,52
22,34.54637342957154,44
23,33.0,63
24,41.34586466165413,36
25,-33.0,52
26,-32.64,90
27,33.0,77
28,32.37914691943128,64
29,32.87250996015936,37
30,44.745173745173744,33
31,38.251189388967674,86
32,38.01532245662598,56
33,46.81224649094685,20
34,-32.7,59
35,32.690647482014384,69
36,35.03641345073061,57
37,-39.83,44
38,32.75,39
39,-32.85,64
40,37.59898142922411,67
41,-32.86,65
42,44.15624149382111,23
43,34.29906901688183,46
44,-32.69,81
45,-38.75,70
46,38.08,32
47,38.362595419847324,55
48,32.691358024691354,42
49,40.565403292243886,54
50,35.64028776978417,45
51,-35.83,76
52,-32.99,101
53,-34.64,48
54,-35.38,77
55,-32.16,71
56,37.49511578215066,57
57,34.970682998269204,39
58,40.31168245509566,63
59,37.232335439463,41
60,-32.46,81
61,-37.58,45
62,-33.0,48
63,35.46067415730337,86
64,32.41520467836257,88
65,-32.87,59
66,32.33828996282527,102
67,-32.69,29
68,-35.71,38
69,32.48085106382979,97
70,-33.0,53
71,36.0,35
72,-33.0,65
73,35.863777089783284,78
74,-34.43,64
75,43.301644095589936,49
76,42.0,28
77,40.37291368621841,64
78,40.93846955819559,43
79,-40.42,47
80,-32.11,47
81,43.984365867913496,27
82,-40.33,79
83,40.621028193651284,30
84,-37.15,52
85,-35.38,65
86,32.18867924528302,67
87,-40.379999999999995,42
88,32.23245614035088,60
89,32.1423487544484,88
90,32.63475177304964,34
91,-32.79,64
92,35.75131964809384,46
93,34.84080267558529,59
94,-32.57,46
95,32.36059479553903,43
96,-32.84,60
97,-32.45,52
98,35.74723177979356,58
99,-32.39,59
