,episode_reward,nb_episode_steps,nb_steps
234,-35.13,21,7360
235,32.537549407114625,28,7388
236,35.57768924302789,24,7412
237,-32.08,32,7444
238,35.71657067913554,22,7466
239,33.0,29,7495
240,-41.35,27,7522
241,40.524285677445974,20,7542
242,34.69015734851021,31,7573
243,-41.04,22,7595
244,-41.6,21,7616
245,36.0,21,7637
246,-36.0,55,7692
247,35.05263157894737,24,7716
248,-44.4,30,7746
249,-36.0,19,7765
250,-35.87,27,7792
251,38.52813852813853,27,7819
252,38.006600660066006,21,7840
253,34.86208730120366,31,7871
254,-41.120000000000005,19,7890
255,44.739495798319325,11,7901
256,32.02302631578947,23,7924
257,32.37407407407407,23,7947
258,38.37704918032787,22,7969
259,41.244882130349964,15,7984
260,35.344497607655505,38,8022
261,32.84920634920635,33,8055
262,-41.1,24,8079
263,47.01956052460085,10,8089
264,-42.0,19,8108
265,-35.75,18,8126
266,-35.16,24,8150
267,32.802120141342755,37,8187
268,32.01219512195122,26,8213
269,34.436958050152334,24,8237
270,-35.28,50,8287
271,-39.0,31,8318
272,-36.0,25,8343
273,32.901408450704224,29,8372
274,40.30540414628465,22,8394
275,42.0,18,8412
276,-41.2,27,8439
277,-38.04,28,8467
278,32.16603773584906,20,8487
279,34.776434407296435,27,8514
280,-35.69,22,8536
281,38.0448939549659,28,8564
282,-35.39,29,8593
283,37.38928434954603,23,8616
284,-32.01,28,8644
285,38.552742616033754,18,8662
286,35.329896907216494,23,8685
287,32.742489270386265,28,8713
288,38.11977715877437,23,8736
289,-38.7,24,8760
290,-36.0,20,8780
291,47.14403292181069,19,8799
292,35.01315789473684,42,8841
293,35.891891891891895,24,8865
294,37.581238140417454,23,8888
295,-38.76,26,8914
296,41.00564427545416,21,8935
297,32.15094339622642,27,8962
298,36.0,19,8981
299,-39.0,22,9003
300,32.21533923303835,28,9031
301,35.32209737827716,26,9057
302,32.25429553264605,26,9083
303,40.627637871515134,33,9116
304,-32.28,27,9143
305,-32.21,30,9173
306,41.33291165928737,17,9190
307,34.75521624840843,26,9216
308,32.62676056338028,30,9246
309,35.804878048780495,36,9282
310,38.30147058823529,19,9301
311,32.37301587301587,24,9325
312,-32.61,30,9355
313,32.95221843003413,28,9383
314,37.783854157923464,21,9404
315,39.786309592812984,21,9425
316,35.588447653429604,19,9444
317,-38.29,36,9480
318,38.508532423208194,26,9506
319,32.01373626373626,20,9526
320,-32.72,31,9557
321,-32.1,43,9600
322,-35.39,20,9620
323,-35.68,22,9642
324,33.0,26,9668
325,41.34680134680134,21,9689
326,41.01459854014598,20,9709
327,-44.21,22,9731
328,43.571689626588096,15,9746
329,-32.11,42,9788
330,35.901234567901234,18,9806
331,32.14776632302406,26,9832
332,-35.19,41,9873
333,33.0,23,9896
334,32.36912751677852,27,9923
335,-32.38,26,9949
336,-41.26,20,9969
337,35.654901960784315,19,9988
338,-35.88,33,10021
339,36.0,26,10047
340,44.17961165048544,21,10068
341,32.65338645418326,26,10094
342,-35.32,31,10125
343,39.52927763926128,23,10148
344,40.80011002004201,36,10184
345,37.54160905918757,23,10207
346,-35.61,23,10230
347,43.904056682969035,21,10251
348,-32.33,32,10283
349,-35.91,27,10310
350,35.42628135223555,28,10338
351,-36.0,29,10367
352,35.27946127946128,23,10390
353,37.76709306044132,33,10423
354,32.68539325842697,26,10449
355,38.49097472924188,15,10464
356,34.68798811544991,33,10497
357,-35.5,29,10526
358,36.0,20,10546
359,32.07278481012658,26,10572
360,-36.0,19,10591
361,33.0,65,10656
362,33.0,22,10678
363,35.06168537875855,28,10706
364,38.80350877192983,17,10723
365,-35.230000000000004,27,10750
366,35.75,26,10776
367,-33.0,30,10806
368,44.177358490566036,13,10819
369,35.76449275362319,38,10857
370,-32.13,28,10885
371,32.8705035971223,23,10908
372,35.39677419354839,51,10959
373,32.53386454183267,49,11008
374,-35.91,43,11051
375,-33.0,22,11073
376,32.01481481481481,27,11100
377,30.0,33,11133
378,32.07586206896552,32,11165
379,35.22019181599023,29,11194
380,32.07112970711297,24,11218
381,37.96216897856242,67,11285
382,39.945477994373896,18,11303
383,35.30419580419581,26,11329
384,35.715625,30,11359
385,-32.07,24,11383
386,41.53435114503817,11,11394
387,38.24383876357561,18,11412
388,41.20102402143746,17,11429
389,38.67741935483872,16,11445
390,32.554455445544555,26,11471
391,38.21270718232044,23,11494
392,35.21399176954733,26,11520
393,36.0,21,11541
394,-32.21,31,11572
395,32.68164794007491,28,11600
396,35.10714285714286,45,11645
397,38.3130081300813,24,11669
398,-35.49000000000001,31,11700
399,43.892361111111114,17,11717
400,35.2623740919887,32,11749
401,-32.72,26,11775
402,32.74897119341564,28,11803
403,-32.38,23,11826
404,41.63126843657817,37,11863
405,32.68487394957983,26,11889
406,44.01315789473684,11,11900
407,-32.17,25,11925
408,38.662100456621005,17,11942
409,38.601695652173916,22,11964
410,41.16977997540748,18,11982
411,35.334545454545456,23,12005
412,32.262569832402235,33,12038
413,-35.91,29,12067
414,41.00499131093777,15,12082
415,38.69590643274854,23,12105
416,35.59537632179142,22,12127
417,-35.07,28,12155
418,35.07628746859423,21,12176
419,41.002818183788946,20,12196
420,35.18407595670956,24,12220
421,33.0,23,12243
422,43.53131419970303,22,12265
423,-37.74,19,12284
424,35.448393476453894,30,12314
425,-44.46,22,12336
426,43.16473456576816,26,12362
427,38.68531468531469,17,12379
428,35.655913978494624,22,12401
429,-33.0,24,12425
430,32.07920792079208,48,12473
431,-33.0,25,12498
432,32.87698412698413,29,12527
433,38.179401993355484,19,12546
434,-32.17,31,12577
435,38.63917525773196,17,12594
436,43.53300452421568,18,12612
437,38.194969872359465,24,12636
438,41.13676928880248,19,12655
439,32.15807560137457,34,12689
440,-35.2,25,12714
441,38.41840055115318,27,12741
442,43.855189880502614,16,12757
443,36.0,21,12778
444,36.0,20,12798
445,38.15589859437751,31,12829
446,43.72870772572138,24,12853
447,35.4136690647482,17,12870
448,35.51801801801802,22,12892
449,37.70671487435058,21,12913
450,37.88170944725701,20,12933
451,-38.28,16,12949
452,35.1871612994751,20,12969
453,47.24307046419541,16,12985
454,-32.52,28,13013
455,47.20195729537367,22,13035
456,45.92624994397383,17,13052
457,41.286259541984734,23,13075
458,-32.72,34,13109
459,-39.0,21,13130
460,38.045662100456624,22,13152
461,-47.06,16,13168
462,35.317880794701985,22,13190
463,32.358851674641144,26,13216
464,-41.68,35,13251
465,-35.489999999999995,32,13283
466,-32.71,23,13306
467,38.521014084507044,22,13328
468,39.0,22,13350
469,-38.58,52,13402
470,-36.0,23,13425
471,44.70545454545454,16,13441
472,35.41157556270097,24,13465
473,38.24381625441696,18,13483
474,-32.06,23,13506
475,35.379464285714285,37,13543
476,-32.63,32,13575
477,32.05035971223022,27,13602
478,32.65367965367965,45,13647
479,32.536398467432946,21,13668
480,32.456869009584665,34,13702
481,33.0,19,13721
482,-32.63,29,13750
483,38.675471698113206,19,13769
484,-33.0,24,13793
485,-35.83,20,13813
486,38.23008849557522,17,13830
487,-35.3,20,13850
488,-32.49,34,13884
489,-41.46,19,13903
490,34.91816191315722,19,13922
491,41.16727272727273,22,13944
492,35.36355984512654,26,13970
493,-32.48,36,14006
494,38.153583617747444,25,14031
495,32.89380530973452,26,14057
496,32.749140893470795,30,14087
497,35.8255033557047,21,14108
498,-38.29,26,14134
499,36.0,15,14149
500,44.406349206349205,13,14162
501,38.1394422310757,20,14182
502,36.0,17,14199
503,-44.56999999999999,27,14226
504,32.54621848739496,23,14249
505,38.12162162162162,20,14269
506,-35.83,28,14297
507,38.55400696864112,32,14329
508,41.32173913043478,20,14349
509,35.846715328467155,22,14371
510,-35.04,20,14391
511,-38.17,27,14418
512,-32.62,22,14440
513,35.17857142857143,21,14461
514,32.61611374407583,28,14489
515,33.0,23,14512
516,35.52360515021459,19,14531
517,32.52329749103943,33,14564
518,37.9926283218056,27,14591
519,34.172142678709946,26,14617
520,32.34137931034483,23,14640
521,-32.78,40,14680
522,-32.99999999999999,58,14738
523,35.5,23,14761
524,36.0,16,14777
525,35.39296187683284,36,14813
526,34.51701701701702,27,14840
527,-32.87,24,14864
528,38.363112391930834,23,14887
529,30.0,26,14913
530,-38.35,22,14935
531,-32.06,35,14970
532,38.04225352112675,24,14994
533,32.931654676258994,21,15015
534,44.659176029962545,16,15031
535,-35.42,22,15053
536,35.494949494949495,19,15072
537,-32.77,27,15099
538,-41.46,25,15124
539,35.18556701030928,20,15144
540,-32.18,21,15165
541,35.80246913580247,22,15187
542,35.9171270718232,25,15212
543,43.460487593903665,14,15226
544,-32.84,29,15255
545,43.74930298787858,13,15268
546,36.0,16,15284
547,38.858520900321544,23,15307
548,-32.73,23,15330
549,35.86619718309859,21,15351
550,-35.83,25,15376
551,38.389487284101726,37,15413
552,34.330997541915835,35,15448
553,33.0,30,15478
554,32.47651006711409,26,15504
555,37.89167288093463,25,15529
556,-44.34,16,15545
557,35.903614457831324,20,15565
558,35.132013201320134,27,15592
559,35.91756272401434,19,15611
560,-35.18,16,15627
561,35.25283018867925,21,15648
562,38.57142857142857,27,15675
563,38.01428571428571,19,15694
564,38.199203187250994,22,15716
565,-38.84,25,15741
566,38.749049429657795,39,15780
567,35.09964412811388,24,15804
568,39.0,16,15820
569,32.84169884169885,24,15844
570,35.7217125382263,23,15867
571,38.17985611510791,42,15909
572,38.24372759856631,20,15929
573,36.0,16,15945
574,35.574660633484164,22,15967
575,43.09778692499771,23,15990
576,41.388314825136845,17,16007
577,32.7542662116041,29,16036
578,36.0,25,16061
579,32.455882352941174,23,16084
580,38.308880308880305,19,16103
581,-33.0,27,16130
582,34.871428571428574,21,16151
583,-36.0,20,16171
584,38.47080291970803,24,16195
585,39.0,16,16211
586,-42.0,23,16234
587,38.04693532818533,17,16251
588,-38.45,18,16269
589,44.82857142857143,12,16281
590,32.648068669527895,23,16304
591,-35.09,20,16324
592,34.902354031510654,34,16358
593,-41.57,26,16384
594,32.0304054054054,29,16413
595,39.0,27,16440
596,-32.95,25,16465
597,41.389162561576356,18,16483
598,34.28445971744941,32,16515
599,-32.48,31,16546
600,32.18725099601593,40,16586
601,33.0,34,16620
602,38.66269841269841,19,16639
603,41.36342135476464,16,16655
604,43.182813243360776,27,16682
605,38.757936507936506,21,16703
606,35.00816326530612,29,16732
607,43.90786012466404,14,16746
608,-38.28,36,16782
609,-42.0,24,16806
610,-32.51,25,16831
611,-32.05,48,16879
612,44.263898819454376,57,16936
613,-41.49,19,16955
614,-32.54,31,16986
615,-32.31,26,17012
616,-38.16,19,17031
617,-35.74,29,17060
618,38.77178238403516,29,17089
619,35.80165289256198,26,17115
620,38.19882676274279,23,17138
621,40.841938707528314,26,17164
622,-32.08,23,17187
623,41.53264604810997,26,17213
624,40.5315440627746,20,17233
625,-32.2,37,17270
626,-35.68,22,17292
627,32.90047393364929,37,17329
628,-32.53,46,17375
629,-32.77,25,17400
630,-38.879999999999995,25,17425
631,33.0,25,17450
632,35.68141592920354,22,17472
633,36.80600653280392,23,17495
634,38.25730994152047,22,17517
635,32.76146788990826,22,17539
636,44.079053398684856,19,17558
637,-33.0,26,17584
638,35.50190114068441,20,17604
639,-32.5,27,17631
640,46.234450785982816,16,17647
641,33.0,28,17675
642,-38.29,31,17706
643,32.415162454873645,24,17730
644,33.0,22,17752
645,34.97683048138503,20,17772
646,42.0,18,17790
647,32.144329896907216,27,17817
648,41.08035714285714,20,17837
649,-35.21,30,17867
650,33.0,20,17887
651,-32.63,30,17917
652,34.93702200717965,27,17944
653,-38.769999999999996,16,17960
654,41.5921568627451,17,17977
655,-32.81,26,18003
656,35.036232144353846,24,18027
657,44.146302748741775,49,18076
658,41.204989981594096,29,18105
659,37.93222262271884,17,18122
660,41.73897058823529,23,18145
661,-33.0,27,18172
662,32.31858407079646,24,18196
663,40.23539686769104,19,18215
664,35.80694980694981,25,18240
665,41.15822784810126,13,18253
666,36.0,26,18279
667,-32.46,25,18304
668,34.820216658296864,24,18328
669,40.50354282111866,20,18348
670,38.227918853167665,19,18367
671,35.20863309352518,31,18398
672,37.980141192676356,25,18423
673,39.0,13,18436
674,43.84907206358311,15,18451
675,37.913830530647374,33,18484
676,35.900432900432904,21,18505
677,32.28358208955224,27,18532
678,42.0,17,18549
679,36.0,21,18570
680,44.09586819642613,23,18593
681,32.88185654008438,23,18616
682,41.42605633802817,13,18629
683,-33.0,29,18658
684,37.953028122956184,22,18680
685,32.416961130742045,27,18707
686,38.012618296529965,15,18722
687,36.0,23,18745
688,39.0,19,18764
689,-32.43,25,18789
690,47.52191235059761,12,18801
691,34.80709534368071,51,18852
692,-35.78,40,18892
693,-40.38,30,18922
694,36.0,19,18941
695,34.52890847809178,23,18964
696,-38.04,24,18988
697,35.86379928315412,32,19020
698,32.37410071942447,31,19051
699,-36.0,31,19082
700,40.551111491351904,23,19105
701,37.35612945406996,24,19129
702,-35.58,22,19151
703,42.94159937127544,20,19171
704,32.57097791798107,25,19196
705,38.33968253968254,19,19215
706,35.66135458167331,29,19244
707,46.909104847269724,23,19267
708,-35.43,22,19289
709,35.60516605166052,17,19306
710,41.34117647058824,16,19322
711,32.613861386138616,26,19348
712,-32.07,25,19373
713,-39.0,20,19393
714,35.15463917525773,21,19414
715,37.87420110356874,24,19438
716,40.83791790097334,22,19460
717,39.0,32,19492
718,-41.260000000000005,26,19518
719,-38.33,21,19539
720,44.9,15,19554
721,32.67883211678832,24,19578
722,43.72600014826163,13,19591
723,-35.28,22,19613
724,32.32921810699588,31,19644
725,-35.26,26,19670
726,-38.83,21,19691
727,-35.17,26,19717
728,37.26076384118698,23,19740
729,35.54006968641115,26,19766
730,40.96595386121928,22,19788
731,38.46875,29,19817
732,45.0,12,19829
733,41.94117647058823,18,19847
734,38.61206274119259,19,19866
735,41.01136229836336,26,19892
736,-35.14,26,19918
737,-38.5,31,19949
738,-39.0,21,19970
