,episode_reward,nb_steps
0,-35.03,26
1,40.98805287899644,17
2,41.326388888888886,28
3,32.51532033426184,23
4,35.902877697841724,21
5,38.35159817351598,20
6,-41.91,16
7,38.16266978418373,20
8,44.16370106761566,18
9,38.12949640287769,41
10,35.14601769911504,19
11,-32.78,21
12,32.8531746031746,24
13,-32.25,25
14,39.0,17
15,35.66428571428571,41
16,35.64,21
17,35.583233771405816,28
18,47.375,43
19,32.57394366197183,26
20,-38.17,29
21,-32.23,30
22,41.21710526315789,17
23,35.2751677852349,25
24,38.44444444444444,19
25,-32.16,22
26,-38.879999999999995,23
27,32.7444089456869,26
28,41.17454545454545,21
29,-32.67999999999999,25
30,37.57942803465191,21
31,32.03225806451613,21
32,38.005524861878456,21
33,40.668952380952376,22
34,38.90334572490706,16
35,35.835443037974684,24
36,-32.55,18
37,-38.75,44
38,-32.91,30
39,38.62626262626263,19
40,-35.15,19
41,35.83404255319149,26
42,38.24761904761905,26
43,38.87632508833922,26
44,35.55166951519446,33
45,32.47841726618705,26
46,34.58158312870143,25
47,36.0,21
48,-32.49,21
49,-35.04,19
50,-35.85,27
51,-33.0,21
52,38.73478260869565,15
53,32.1440329218107,26
54,-35.11,32
55,41.70103092783505,19
56,35.18032786885246,18
57,38.55172413793103,17
58,35.08303249097473,34
59,44.22666666666667,10
60,38.11746031746031,20
61,38.689655172413794,20
62,39.0,18
63,39.0,13
64,35.75308641975309,24
65,41.36283185840708,11
66,35.80530973451327,20
67,32.30088495575221,20
68,35.80916030534351,28
69,35.527868852459015,22
70,38.54430379746836,19
71,39.0,21
72,41.11764705882352,14
73,36.0,16
74,35.58461538461538,22
75,33.0,27
76,38.119883040935676,29
77,32.58620689655172,28
78,38.136518771331055,42
79,35.47386759581882,24
80,-32.73,27
81,47.2078853046595,17
82,-35.19,23
83,38.6205533596838,20
84,38.44303797468355,23
85,35.800796812749,18
86,38.54873646209386,24
87,-30.0,21
88,33.0,20
89,41.707964601769916,19
90,-44.08,52
91,38.744027303754265,19
92,-38.44,25
93,-33.0,27
94,42.0,24
95,37.84579983072366,17
96,-32.43,32
97,32.726618705035975,32
98,43.53856604163438,18
99,41.10153846153846,18
