,episode_reward,nb_steps
0,37.89805729537906,32
1,-40.65,27
2,-33.0,86
3,32.15985130111524,39
4,-32.06999999999999,45
5,35.229634491272485,36
6,35.887608069164266,59
7,32.677290836653384,49
8,38.06719367588933,29
9,41.63885598982322,30
10,41.92766295707472,29
11,44.558911325724324,25
12,47.122257053291534,14
13,46.504853258682026,28
14,41.11094141105596,29
15,41.70464135021097,38
16,46.96929773243161,55
17,38.9375,39
18,-40.77,29
19,40.03469655987333,32
20,44.879562043795616,16
21,32.460580912863065,47
22,41.08722204624644,36
23,39.0,28
24,35.65703971119134,25
25,44.687315634218294,37
26,32.83455882352941,50
27,44.365297707405574,19
28,41.40120283746273,24
29,-38.57,39
30,36.0,26
31,-35.17,41
32,38.78778270978651,34
33,41.75105485232068,20
34,41.05524861878453,46
35,40.51468778303406,47
36,-33.0,47
37,37.69449091462124,51
38,48.0,17
39,40.15304269053233,30
40,40.652587704424946,42
41,41.15695093893794,35
42,40.86476030277544,47
43,47.111111111111114,16
44,38.28301683501684,81
45,38.1037037037037,27
46,38.355425609855374,30
47,41.61454545454545,21
48,43.60511585728133,26
49,33.0,38
50,-32.02,32
51,-32.76,127
52,35.14341085271318,56
53,37.94039854569676,37
54,42.0,17
55,38.20890712858584,53
56,38.51698113207547,19
57,38.55281690140845,32
58,37.47325983912428,44
59,41.4058124151676,24
60,37.989401459854015,51
61,44.27137546468401,23
62,40.73407960199005,38
63,-32.83,38
64,36.0,24
65,39.0,20
66,32.72156862745098,48
67,-36.89,63
68,-34.41,37
69,38.03333333333333,25
70,35.6021505376344,74
71,38.78291814946619,19
72,35.104125644631985,57
73,38.610619469026545,24
74,41.278761061946895,32
75,39.0,28
76,34.97976412693026,62
77,35.574399337199665,73
78,32.171875,42
79,38.771704180064305,17
80,38.597402597402606,39
81,41.93910256410256,37
82,40.05981629959855,37
83,-32.31,41
84,47.014134275618375,16
85,35.95406360424028,32
86,47.49655172413793,25
87,44.71084337349397,32
88,-32.730000000000004,135
89,35.217283950617286,36
90,43.60378950720484,43
91,-32.63,43
92,-40.09,38
93,42.0,20
94,38.948805460750854,27
95,47.05367965367965,26
96,34.82517033542977,56
97,41.366180321735875,22
98,44.129277566539926,18
99,42.0,28
