,episode_reward,nb_steps
0,38.810924369747895,24
1,44.382611158312095,18
2,-35.03999999999999,46
3,-35.2,74
4,41.72868217054263,33
5,44.7292817679558,27
6,47.25266903914591,26
7,40.5545870844736,35
8,38.903614457831324,18
9,39.0,27
10,37.82516616111083,44
11,32.86219081272085,87
12,37.567404207236,39
13,40.605862265224815,31
14,-32.74,44
15,41.06976744186046,20
16,35.411126910771415,38
17,35.33030303030303,34
18,38.66255144032922,46
19,41.25108225108225,24
20,-32.87,49
21,35.37983274885352,29
22,47.29338842975207,60
23,32.82945736434108,70
24,33.0,39
25,35.90128755364807,48
26,32.720689655172414,107
27,34.9033950206364,43
28,-32.5,76
29,43.83081485665866,36
30,44.42539690439457,17
31,37.94070815001048,59
32,43.36883479213114,41
33,32.2192118226601,48
34,35.36820083682008,33
35,47.77112676056338,19
36,47.310079002761,30
37,-37.18,62
38,-34.64,58
39,41.06516021042563,35
40,38.0058069132819,40
41,-32.58,37
42,39.53367743935411,52
43,43.92665474060823,19
44,41.92771084337349,29
45,38.03220486508773,62
46,32.71293375394322,67
47,35.019744712609615,46
48,47.31597481043568,19
49,36.0,55
50,37.70152161849808,56
51,41.096638655462186,24
52,37.481897012723586,81
53,38.703252032520325,26
54,45.0,22
55,-32.99999999999999,49
56,41.60456273764258,20
57,32.578947368421055,73
58,45.0,16
59,44.61021245595387,28
60,43.057109685979654,40
61,40.97868392799441,32
62,43.879902711161,28
63,35.07849829351536,72
64,44.93818181818182,19
65,-32.4,57
66,32.75179856115108,74
67,35.89818181818182,32
68,39.0,23
69,38.52330944917152,35
70,40.87509828647727,20
71,41.247268065239865,28
72,44.9420731707317,26
73,40.69431684010948,45
74,41.34712593242651,33
75,32.37323943661972,36
76,-32.61,120
77,38.513888888888886,26
78,38.76143790849673,19
79,-33.0,70
80,32.741176470588236,35
81,32.88095238095238,65
82,-32.480000000000004,37
83,37.88308000216368,30
84,38.62139917695473,22
85,32.7864406779661,50
86,34.14912945711532,56
87,42.0,31
88,-32.68,94
89,38.68679245283019,36
90,32.875,125
91,38.01127819548872,24
92,40.43101879927228,34
93,44.49210687126562,60
94,41.53369218500798,29
95,43.43212121212121,15
96,-32.42,45
97,-36.43,27
98,46.01272970370245,24
99,32.42857142857143,52
